station_key,station_name,lat,lng,departures,arrivals,total_usage
32420,Prince George's Plaza Metro,38.965742,-76.954803,3608,3265,6873
31501,12th & Newton St NE,38.933668,-76.991016,3535,3291,6826
31319,Wisconsin Ave & Brandywine St NW,38.949813,-77.080217,3804,2991,6795
31040,GMU/Fairfax Dr & Kenmore St,38.884631395,-77.100612879,3550,3175,6725
31308,39th & Veazey St NW,38.943837,-77.077078,3888,2831,6719
31535,10th St & Rhode Island Ave NE,38.92248919793601,-76.99267029762268,3468,3185,6653
31979,Potomac Yard Metro South,38.833437,-77.047846,3323,3325,6648
31206,19th & E Street NW,38.895734,-77.043368,3281,3363,6644
31959,Main Line Blvd & E Glebe,38.832431,-77.049772,3281,3254,6535
32014,Friendship Hts Metro / Wisconsin Ave & Wisconsin Cir,38.961763,-77.085998,3445,3067,6512
31020,Wilson Blvd & N Franklin Rd,38.8904,-77.0889,3864,2625,6489
31412,3rd St & Riggs Rd NE,38.957463,-77.002239,3218,3257,6475
31038,Glebe Rd & 11th St N,38.883921,-77.116817,3412,3025,6437
31617,Bladensburg Rd & Benning Rd NE,38.900413,-76.982872,3078,3294,6372
31937,Arlington Blvd & Ft Myer Dr,38.890863,-77.074893,3134,3127,6261
31423,Kansas Ave & Longfellow St NW,38.958098,-77.013821,3327,2932,6259
31924,Wilson Blvd & N Troy St,38.892556,-77.082089,3271,2873,6144
31950,Long Bridge Aquatic Center,38.87056104566178,-77.04409494996071,3047,3083,6130
31960,Commonwealth and Reed,38.8368376462948,-77.05727398395538,3003,3069,6072
31502,John McCormack Rd & Michigan Ave NE,38.9346,-76.9955,3134,2886,6020
31079,Langston Blvd & N Cleveland St,38.894941,-77.09169,3120,2863,5983
31069,N Pershing Dr & N George Mason Dr,38.871822,-77.107906,3110,2866,5976
31093,21st St & N Pierce St,38.898984,-77.078317,3060,2894,5954
31026,Washington Blvd & 10th St N,38.884734,-77.093485,3340,2590,5930
31074,TJ Cmty Ctr / 2nd St & S Old Glebe Rd,38.869418,-77.095596,2883,3027,5910
32002,Bethesda Ave & Arlington Rd,38.981103,-77.097426,3001,2867,5868
31060,S Arlington Mill Dr & Campbell Ave,38.84232,-77.089555,2800,2994,5794
32048,Bethesda Metro / Wisconsin Ave & Old Georgetown Rd,38.984691,-77.094537,3065,2636,5701
31414,Georgia Ave & Piney Branch Rd NW,38.967505,-77.027976,3065,2591,5656
32055,Woodmont Ave & Strathmore St,38.979875,-77.093522,2856,2709,5565
31968,King St & N Pitt St,38.8048011316311,-77.04467564821243,2634,2824,5458
31004,Aurora Hills Cmty Ctr / 18th St & S Hayes St,38.857866,-77.05949,2650,2685,5335
33002,3rd & K St NW,38.90241,-77.01533,2625,2678,5303
31420,17th & Upshur St NW,38.942146,-77.038684,2914,2345,5259
31405,Georgia Ave & Emerson St NW,38.949662,-77.027333,2845,2397,5242
31009,Crystal Dr & 27th St S,38.848466,-77.051514,2569,2607,5176
31935,National Airport,38.852903,-77.045916,2541,2606,5147
31394,New Mexico & Cathedral Ave NW,38.930316,-77.083704,2646,2489,5135
31340,North Capitol & Douglas St NW / Reservoir Park Rec ,38.923613,-77.009814,2670,2448,5118
31801,Anacostia Metro,38.862601,-76.994578,2484,2476,4960
31727,17th St & Potomac Ave SE / Congressional Cemetery ,38.882458,-76.980715,2496,2420,4916
31926,Wilson Blvd & N Vermont St,38.87947660895433,-77.11456328630447,2505,2406,4911
31010,S Glebe Rd & Potomac Ave,38.8426,-77.0502,2438,2444,4882
32423,National Harbor Carousel,38.7859,-77.0167,2450,2431,4881
31056,S Troy St & 26th St S,38.847977,-77.075104,2379,2458,4837
31065,N Pershing Dr & N Wayne St,38.880705,-77.08596,2551,2277,4828
31055,28th St & S Meade St,38.846222,-77.069275,2331,2490,4821
31012,Clark St & 26th St S,38.850688,-77.05152,2388,2432,4820
31068,Arlington Mill Cmty Center / Columbia Pike & S Dinwiddie St,38.856576324,-77.111691594,2314,2457,4771
31528,John McCormack Rd NE,38.938889,-76.997226,2589,2161,4750
31905,Kennebec St & 11th St N,38.880992,-77.135271,2372,2326,4698
32429,Bowdoin Ave & Calvert Rd/ College Park Station,38.978103,-76.928879,2348,2275,4623
31036,George Mason Dr & Wilson Blvd,38.87887,-77.1207,2357,2196,4553
31322,48th Pl & MacArthur Blvd NW,38.916561,-77.095513,2276,2263,4539
32026,Carroll & Ethan Allen Ave,38.977933,-77.006472,2410,2107,4517
32403,Baltimore Ave & Jefferson St,38.95548,-76.940133,2212,2303,4515
31900,Langston Blvd & N Woodstock St,38.898301,-77.118009,2344,2152,4496
32046,River Rd & Landy Ln,38.964992,-77.103381,2305,2187,4492
31018,Rhodes St & 16th St N,38.892164,-77.079375,2380,2104,4484
31981,Columbia Pike & W&OD Trail ,38.856645,-77.109609,2186,2298,4484
32025,Carroll & Westmoreland Ave,38.975,-77.01121,2542,1916,4458
31973,N Pershing Dr & N Quebec St,38.874248,-77.104784,2447,2008,4455
31719,Oklahoma Ave & Benning Rd NE,38.8974996,-76.9695094,2175,2263,4438
31035,N Quincy St & Glebe Rd,38.876393,-77.107735,2388,1995,4383
31415,Georgia Ave & Kennedy St NW,38.95674,-77.02791,2430,1910,4340
31087,Monroe Ave & Leslie Ave,38.820932,-77.053096,2125,2198,4323
31052,Potomac Ave & 35th St S,38.844015,-77.050537,2109,2195,4304
31918,Madison St & Fairfax St,38.812351,-77.040691,2057,2230,4287
31082,Eisenhower Ave & Mill Race Ln,38.801111,-77.068952,2130,2141,4271
31530,Capitol Ave & Kendall St NE,38.910993,-76.985854,2114,2152,4266
31050,Barton St & 10th St N,38.884961,-77.08777,2265,1992,4257
32421,Riverdale Park Town Center,38.962119,-76.935578,2072,2109,4181
32012,Silver Spring Metro / Colesville Rd & Wayne Ave,38.995256441231696,-77.02912420034409,2151,1976,4127
31315,Connecticut Ave & McKinley St NW,38.96454350924588,-77.07513481378555,2103,2023,4126
31085,Mount Vernon Ave & E Nelson Ave,38.820064,-77.057619,2023,2084,4107
31084,Ballenger Ave & Dulaney St,38.802677,-77.063562,2066,2038,4104
31086,Mount Vernon Ave & E Del Ray Ave,38.82595,-77.058541,2009,2032,4041
31331,Arizona Ave & MacArthur Blvd NW,38.927294,-77.103662,1948,2093,4041
31073,Washington Blvd & Walter Reed Dr ,38.873219,-77.082104,1986,2039,4025
31910,Potomac Ave & Main Line Blvd,38.822738,-77.049265,1961,1987,3948
31309,Fessenden St & Wisconsin Ave NW,38.954812,-77.082426,2048,1853,3901
31044,King St & Patrick St,38.805317,-77.049883,1845,2054,3899
31919,Carlin Springs Rd & N Thomas St,38.876695,-77.112982,2081,1804,3885
32036,Fenton St & Ellsworth Dr ,38.997033,-77.025608,1992,1878,3870
31045,Commerce St & Fayette St,38.80563,-77.052925,1871,1997,3868
31032,Washington Blvd & 7th St N,38.88081,-77.090792,2052,1812,3864
32000,Norfolk Ave & Fairmont St,38.988562,-77.096539,1950,1912,3862
31058,Columbia Pike & Monroe St,38.860331297,-77.093803048,1953,1908,3861
31526,Rhode Island & Montana Ave NE,38.924492,-76.985133,2087,1773,3860
31028,N Veitch St & Key Blvd,38.893237,-77.086063,2236,1598,3834
31970,First St & Fayette St,38.817019,-77.050105,1964,1868,3832
31707,Benning Rd & East Capitol St NE / Benning Rd Metro,38.889935,-76.93723,1918,1881,3799
31938,23rd St S & Hayes St,38.853002,-77.059496,1887,1908,3795
31053,Columbia Pike & S Courthouse Rd,38.863833,-77.080319,1922,1845,3767
31048,King St Metro South,38.80576284873485,-77.060626745224,1891,1865,3756
31092,Langston Blvd & N Monroe St,38.896456,-77.104562,1898,1850,3748
32231,Dunn Loring Metro,38.8828,-77.2283,1971,1775,3746
31827,St. Elizabeths West Campus/DHS ,38.853124,-77.005174,1829,1816,3645
31043,St Asaph & Pendleton St,38.81074147938705,-77.0446327328682,1726,1905,3631
31317,Wisconsin Ave & Ingomar St NW,38.958267,-77.084636,1895,1707,3602
31075,Rolfe St & 9th St S,38.866471,-77.076131,1746,1793,3539
31716,Kingman Island/The Fields at RFK,38.89595455700754,-76.9678448436025,1764,1771,3535
31931,N Pitt St & Montgomery St,38.81403111409755,-77.04281687736511,1628,1905,3533
31078,Arlington Blvd & S George Mason Dr,38.869442,-77.104503,1782,1699,3481
31721,Anacostia Ave & East Capitol St NE,38.890461,-76.96128,1709,1765,3474
31096,Columbia Pike & S Highland St,38.862398,-77.089133,1719,1681,3400
31059,S Four Mile Run Dr & Walter Reed Dr,38.84736,-77.095431,1679,1714,3393
32027,Battery Ln & Trolley Trail,38.992375,-77.100104,1796,1594,3390
31802,MLK & Marion Barry Ave SE,38.867373,-76.988039,1633,1724,3357
32416,Chillum Rd & Riggs Rd / Riggs Plaza,38.961737,-76.995922,1737,1601,3338
32402,Baltimore Ave & Van Buren St / Riverdale Park Station,38.969581,-76.937349,1664,1660,3324
31083,Potomac Greens Dr & Slaters Ln,38.82175,-77.047494,1651,1657,3308
31051,12th St N & N Pierce St,38.887659,-77.07592,1678,1623,3301
32431,Baltimore Avenue and Hotel Drive at UMD,38.986639,-76.936073,1658,1624,3282
32040,Friendship Blvd & Willard Ave,38.96115,-77.088659,1773,1495,3268
31951,8th Rd & S Frederick St,38.857049,-77.116339,1652,1606,3258
31903,Royal St & Wilkes St,38.799267,-77.0447,1489,1694,3183
31033,Barcroft Community Center,38.85033657788445,-77.1009886264801,1532,1643,3175
32001,Fenton St & New York Ave ,38.985404,-77.023082,1704,1452,3156
31390,Whitehaven Pkwy & Foxhall Rd NW / GWU Mt. Vernon,38.916501,-77.0909109,1648,1493,3141
31090,Long Bridge Park / Long Bridge Dr & 6th St S,38.865553,-77.05003,1506,1628,3134
31097,Saint Asaph St & Madison St,38.812718,-77.044097,1463,1629,3092
31510,18th St & Rhode Island Ave NE,38.927095,-76.978924,1537,1547,3084
31936,Army Navy Dr & Fern St,38.864838,-77.056873,1495,1548,3043
31720,Anacostia Roller Skating Pavilion,38.878771,-76.97093,1509,1512,3021
32243,Reston Town Center Metro North,38.953691,-77.359717,1530,1484,3014
31542,12th & Varnum St NE,38.943596,-76.990157,1499,1510,3009
32432,Bladensburg Waterfront Park,38.934324,-76.938248,1504,1503,3007
31976,Virginia Hospital Center,38.88791377249907,-77.12801456451415,1505,1482,2987
32008,Cordell & Norfolk Ave,38.98954,-77.098029,1611,1364,2975
31708,Anacostia Ave & Benning Rd NE / River Terrace ,38.896544,-76.96012,1463,1497,2960
31054,Wakefield High School,38.847129045742605,-77.1125502884388,1504,1418,2922
31916,Potomac Ave & Swann Ave,38.829545,-77.047844,1480,1439,2919
31907,Franklin St & S Washington St,38.798133,-77.0487,1385,1524,2909
31521,18th & Monroe St NE,38.93293,-76.979517,1369,1539,2908
31076,S Randolph St & Campbell Ave,38.84065400672152,-77.08865851163864,1415,1493,2908
31902,Wilson Blvd & N Illinois St ,38.876528,-77.12712,1478,1411,2889
31820,Anacostia Park,38.873926,-76.981179,1465,1417,2882
31933,Duke St & Strand (Robinson Terminal),38.801947,-77.040293,1288,1570,2858
31909,Mount Vernon Ave & Four Mile Run Park,38.843422,-77.064016,1433,1423,2856
31974,Mandeville Ln & Stovall St,38.802893,-77.072558,1436,1412,2848
31047,Braddock Rd Metro North,38.814577,-77.052808,1437,1405,2842
32049,WAU / Flower Ave & Division St,38.986743,-77.000035,1415,1426,2841
31913,Commonwealth Ave & E Monroe Ave,38.82005823354218,-77.06282079219818,1391,1443,2834
32024,Fenton St & Gist Ave,38.989724,-77.023854,1514,1298,2812
31067,Columbia Pike & S Walter Reed Dr,38.862478,-77.086599,1411,1385,2796
32053,Medical Center Metro ,38.999378,-77.097882,1515,1266,2781
32019,East West Hwy & Blair Mill Rd,38.990249,-77.02935,1533,1245,2778
31944,S Clark St & 33rd St,38.845028,-77.051956,1386,1390,2776
32430,Guilford Drive & Rowalt Drive / UMD,38.978008,-76.939269,1410,1365,2775
31923,Columbia Pike & S George Mason Dr,38.85930561998234,-77.10201859474182,1350,1355,2705
31948,W&OD Trail & Langston Blvd,38.88715,-77.16212,1355,1331,2686
31805,Pennsylvania & Minnesota Ave SE,38.873057,-76.971015,1276,1393,2669
31806,Congress Heights Metro,38.844711,-76.987823,1387,1248,2635
31070,Arlington Blvd & Fillmore St,38.873755,-77.089233,1301,1289,2590
32422,The Mall at Prince Georges,38.968842,-76.954171,1339,1236,2575
31945,Columbia Pike & S Greenbrier St,38.854019,-77.118106,1310,1234,2544
31057,S Four Mile Run Dr & Shirlington Rd,38.8444,-77.085931,1199,1260,2459
32056,East West Hwy & 16th St,38.995681,-77.038721,1401,1052,2453
31088,Mount Vernon Ave & Kennedy St,38.833077,-77.059821,1214,1234,2448
31971,S Wayne St and 9th St S,38.864694,-77.082491,1221,1210,2431
32260,Vienna Metro South,38.877415,-77.270731,1274,1157,2431
32600,Founders Row/W Broad St & West St,38.8901554,-77.183178,1182,1214,2396
32003,Montgomery Ave & Waverly St ,38.983838,-77.09221,1345,1046,2391
32408,Oglethorpe St & 42nd Ave,38.959361,-76.946361,1168,1208,2376
31915,Powhatan St & Bashford Ln,38.818748,-77.047783,1149,1181,2330
31422,Broad Branch Rd & Northampton St NW,38.96577499342219,-77.06862643361092,1158,1159,2317
31803,14th St & Marion Barry Ave SE,38.866611,-76.985238,1161,1152,2313
31956,Reed & Edison,38.83728,-77.060899,1140,1172,2312
31955,King St & Peyton St,38.806002,-77.055911,1121,1159,2280
31316,Yuma St & Tenley Circle NW,38.946182,-77.08059,1458,815,2273
31334,Loughboro Rd & Dalecarlia Pkwy NW / Sibley Hospital,38.935839,-77.106913,1156,1109,2265
31949, S Scott St & 13th St S,38.862862,-77.07716,1142,1113,2255
31081,Duke St & John Carlyle St,38.804378,-77.060866,1176,1079,2255
32433,Rhode Island Avenue /Charles Armentrout Drive - Melrose Skate Park ,38.946393,-76.94602,1118,1132,2250
31963,Holmes Run Pkwy & N Pickett St,38.814305,-77.11893,1081,1160,2241
32413,Rhode Island Ave & 39th St / Brentwood Arts Exchange,38.939271,-76.955047,1100,1091,2191
32410,Queens Chapel & Hamilton St,38.9546,-76.9595,1072,1099,2171
32039,Old Georgetown Rd & Southwick St,38.999634,-77.109647,1144,992,2136
31543,24th St & Rhode Island Ave NE,38.93077415308313,-76.97285145521163,1053,1082,2135
32034,Silver Spring Transit Center - Top Level,38.99403485060837,-77.03037142753601,1185,933,2118
32404,Perry & 35th St,38.936213,-76.960054,1042,1066,2108
32419,Capitol Heights Metro,38.888524,-76.913188,1079,1025,2104
32074,Twinbrook Metro,39.062041,-77.120776,1068,1006,2074
32021,47th & Elm St,38.982456,-77.091991,1123,928,2051
31804,Anacostia Library,38.865784,-76.9784,1027,1009,2036
31545,18th & Upshur St NE,38.941733,-76.980378,964,1059,2023
32412,New Hampshire Ave & East-West Hwy,38.974196792,-76.995226026,1049,968,2017
31061,S Kenmore St & 24th St S,38.848454,-77.084918,1017,999,2016
31546,South Dakota Ave & Decatur St NE ,38.948307,-76.991829,1007,1003,2010
31808,W St & Shannon Pl SE,38.865404,-76.990779,982,1021,2003
32606,N Roosevelt St & Roosevelt Blvd,38.878085,-77.153953,1072,928,2000
31983,Virginia Tech / University Dr & Potomac Ave,38.838844754411575,-77.04851649200613,985,1000,1985
32051,Connecticut Ave & Chevy Chase Lake Dr,38.994113,-77.076986,1018,920,1938
32006,13th St & Eastern Ave,38.987,-77.029417,1054,846,1900
31703,Minnesota Ave Metro/DOES,38.896999836,-76.947504997,950,918,1868
31921,Westover Library / Washington Blvd & N McKinley Rd,38.886048,-77.142317,946,922,1868
32029,Offutt Ln & Chevy Chase Dr,38.977093,-77.094589,974,880,1854
32011,Maple & Ritchie Ave,38.983627,-77.006311,843,1010,1853
31912,Mount Vernon Ave & Bruce St,38.841291,-77.063093,874,929,1803
31972,S Wakefield St & 28th St S,38.84404,-77.098093,884,907,1791
32601,Eden Center,38.87380771851765,-77.15284913778305,897,887,1784
31730,Nebraska & Utah Ave NW,38.967291,-77.060662,881,895,1776
31099,Madison St & N Henry St,38.813485,-77.049468,892,874,1766
32605,W Broad St & Little Falls St,38.883601,-77.173438,875,883,1758
31537,Fort Lincoln Dr & 33rd Pl NE,38.9216413,-76.9556866,878,878,1756
31046,Henry St & Pendleton St,38.811456,-77.050276,872,863,1735
32204,Tysons Metro North,38.920939,-77.222115,875,846,1721
32406,Fleet St & Waterfront St,38.782633,-77.016059,892,809,1701
32214,W&OD Trail & Explorer St/Reston Bus Station,38.957037,-77.359718,854,843,1697
32415,Tanger Outlets,38.7968,-77.0026,882,804,1686
31985,Canal Center Plaza & Fairfax St,38.81465868761216,-77.04014585740823,774,910,1684
32262,District Ave & Strawberry Ln/Mosaic Market Garage,38.872642,-77.230632,792,881,1673
31928,N. Beauregard St. & Berkley St.,38.84154815912996,-77.10773438215256,872,801,1673
32058,Sligo Ave & Carroll Ln,38.990874,-77.016311,910,736,1646
32608,Falls Church City Hall / Park Ave & Little Falls St,38.885434,-77.173605,806,820,1626
31428,Western Ave & Pinehurst Cir NW ,38.975739,-77.066409,796,824,1620
31717,Kenilworth Terr & Hayes St. NE,38.90046848783359,-76.9472873210907,799,814,1613
32427,40th Ave & Bladensburg Rd,38.935388,-76.949287,784,803,1587
32062,Wheaton Metro / Georgia Ave & Reedie Dr,39.038423828518326,-77.05102041363716,814,769,1583
32057,Pooks Hill Rd & Linden Ave,39.014716,-77.107143,779,789,1568
31544,Michigan Ave & Allison St NE,38.945068,-76.978783,752,813,1565
31812,16th & Q St SE / Anacostia HS,38.870695,-76.982359,764,793,1557
32075,North Bethesda Metro,39.04753,-77.11287,782,752,1534
31094,Langston Blvd & N Kirkwood Rd,38.895377,-77.09713,756,772,1528
31066,Columbia Pike & S Orme St,38.867262,-77.072315,759,749,1508
32426,Greenbelt Station Parkway,39.002459,-76.916243,751,752,1503
32411,Northwestern High School,38.975505,-76.952199,777,718,1495
31705,Benning Branch Library,38.894,-76.947974,755,726,1481
31700,Marion Barry Ave & Naylor Rd SE,38.861663,-76.969184,828,650,1478
31914,Lee Center,38.797557,-77.053766,739,728,1467
32028,Norfolk & Rugby Ave,38.990639,-77.100239,771,681,1452
31701,Branch & Pennsylvania Ave SE,38.8692,-76.9599,725,711,1436
32414,Riggs Rd & East West Hwy,38.9725,-76.9807,699,717,1416
31986,Richmond Hwy & Swann Ave,38.829222,-77.050979,734,678,1412
31906,Commonwealth Ave & Oak St,38.812711,-77.061715,699,704,1403
32220,W&OD Trail/Sunset Hills Rd & Isaac Newton Sq,38.951419,-77.340281,706,693,1399
31063,S George Mason Dr & S Four Mile Run Dr,38.852248,-77.105022,692,705,1397
31731,Fort Totten Dr & Crittenden St NE,38.948227,-77.006444,706,685,1391
32603,Pennsylvania Ave & Park Ave,38.887403,-77.176992,686,697,1383
31427,Kansas Ave & Tuckerman St NW / Lamond Rec ,38.96754384,-77.006940246,756,618,1374
31958,S Washington St & Wilkes St,38.800703,-77.048043,604,718,1322
32061,New Hampshire & Kirklynn Ave,38.988101,-76.988422,664,649,1313
31816,4th St & Mississippi Ave SE,38.836055875,-77.000890136,640,658,1298
32235,Merrifield Cinema & Merrifield Town Center,38.870093,-77.22997,595,699,1294
31811,South Capitol & Atlantic St SW,38.831516,-77.008133,652,641,1293
32242,Market St & St Francis St,38.95866,-77.361516,649,636,1285
32043,Veterans Pl & Pershing Dr ,38.997445,-77.023894,656,629,1285
31095,Army Navy Dr & S Nash St,38.86215024521491,-77.06812083721161,640,621,1261
32045,Shady Grove Metro West,39.119765,-77.166093,620,633,1253
31538,South Dakota Ave & Bladensburg Rd NE,38.9252,-76.964896,627,617,1244
32216,Library St & Freedom Dr,38.959633,-77.358741,623,606,1229
32607,S Maple Ave & S Washington St,38.87972,-77.178408,606,615,1221
32037,King Farm Blvd & Pleasant Dr,39.114688,-77.171487,614,593,1207
31966,Duke St & Jordan St,38.812187,-77.10994,587,619,1206
31930,Eisenhower Ave & Ike Dr,38.802738,-77.0824626,608,595,1203
31831,25th & S St SE ,38.868356,-76.970997,594,603,1197
31141,Arlington Blvd & N Queen St,38.889249,-77.077209,603,590,1193
32417,Hyattsville Library / Adelphi Rd & Toledo Rd,38.969471335,-76.949234128,594,585,1179
31817,1st & S Capitol St SE / Oxon Run Trail,38.824481,-77.005497,586,592,1178
32295,GMU/Horizon Hall & Harris Theater,38.831211,-77.308069,581,581,1162
31941,N Hampton Dr & Ford Ave,38.837306,-77.106111,587,570,1157
32604,E Fairfax St & S Washington St,38.880612,-77.171891,564,589,1153
31800,Alabama & MLK Ave SE,38.84322988730829,-76.99937582015991,605,546,1151
31962,King St & W Braddock Rd,38.827674,-77.088985,601,546,1147
31826,Minnesota Ave & R St SE,38.8693365,-76.978519,565,571,1136
32609,W Columbia St & N Washington St,38.885621,-77.166917,577,557,1134
32289,Franconia-Springfield Metro North,38.766946,-77.168902,562,545,1107
31389,Route 29 & Circle Woods Dr,38.86911419290566,-77.27153766943553,540,559,1099
31946,Kenmore Ave & Seminary Rd,38.828887,-77.110588,572,502,1074
32080,Fishers Ln & Rock Creek Mill Rd,39.0629,-77.113454,552,514,1066
31977,Marymount University / Yorktown Blvd & 26th St N,38.904252,-77.127776,554,508,1062
32054,Lyttonsville Rd & Lyttonsville Pl,38.999679,-77.051168,527,516,1043
32203,Tysons Metro South,38.919475,-77.221179,525,506,1031
32081,Congressional Ln & E Jefferson St,39.06219,-77.129235,494,528,1022
31001,Brenman Park Dr & Somervelle St,38.809187,-77.116242,522,488,1010
31829,16th & Bangor St SE,38.86044,-76.983585,518,473,991
32267,Route 29 & Bisvey Dr,38.876912,-77.195847,481,495,976
31932,Van Dorn Metro,38.8000766,-77.1299434,477,497,974
32230,McLean Metro,38.92400207520182,-77.20812678337097,458,509,967
32234,Merrilee Dr & Lauren Elizabeth Lane,38.87857249314831,-77.23076596856116,484,481,965
32067,Shady Grove Metro East,39.121327,-77.164969,492,467,959
31199,Martha Custis Dr & Lyons Ln,38.841871,-77.082124,487,464,951
33202,27th St & Woodley Rd NW,38.925764,-77.055113,512,428,940
32210,Town Center Pkwy & Bowman Towne Dr,38.962524,-77.361902,458,478,936
31711,Deanwood Rec Center,38.908473,-76.933099,464,461,925
32602,N Oak St & W Broad St,38.88837,-77.179832,446,478,924
31702,Randle Circle & Minnesota Ave SE,38.878,-76.9607,454,463,917
31710,Nannie Helen Burroughs Ave & 49th St NE,38.89852798,-76.931850195,446,455,901
31927,Wheeler Ave & S. Floyd St.,38.808161,-77.100796,445,452,897
33201,Kansas Ave & Blair Rd NW,38.962406397,-77.010475993,457,439,896
32050,Spring St & 2nd Ave,38.997653,-77.034499,534,359,893
31386,Prosperity Ave & Avenir Pl,38.88143586412813,-77.23037748489112,473,419,892
32068,Columbus Ave & Tribeca St,39.12582811177034,-77.16705948114395,446,438,884
31922,Potomac Greens & Carpenter Rd,38.831094623,-77.046109796,456,424,880
31830,South Capitol St and Southern Ave SE,38.821563,-77.001095,427,441,868
31957,King St & Kenwood Ave,38.824793,-77.085066,481,376,857
32078,Woodglen Dr & Executive Blvd,39.04317,-77.1135,428,416,844
32401,Largo Town Center Metro,38.899811,-76.844604,426,416,842
32232,West Falls Church Metro,38.9001,-77.1887,453,376,829
32083,Rockville Pike & Rose Ave,39.051022,-77.115438,412,415,827
32229,Park Run & Onyx Dr,38.92755,-77.226644,420,401,821
31072,31st St & S Woodrow St,38.8378458,-77.0934784,441,380,821
31984,Four Mile Rd & Milan Dr,38.84296803272703,-77.0689488849726,399,417,816
32059,Takoma Park Rec Center,38.98265,-76.988311,378,436,814
31901,Washington Blvd & N Frederick St,38.884829,-77.127671,409,398,807
32213,W&OD Trail/Sunset Hills Rd & Old Reston Ave,38.955079,-77.351649,398,405,803
32082,Garland Ave & Walden Rd,39.00048,-77.00077,398,383,781
32219,Reston YMCA,38.955314,-77.368416,369,404,773
31706,Fairfax Village,38.86559,-76.952103,396,376,772
31396,Dorr Ave & Prosperity Ave,38.879256,-77.233583,379,383,762
32265,Pimmit Dr & Los Pueblos Ln,38.900371,-77.205428,369,390,759
31726,34th St & Minnesota Ave SE,38.883843,-76.957511,380,378,758
32224,Town Center Pkwy & Sunset Hills Rd,38.955170598044894,-77.3630940914154,386,366,752
32017,Monroe St & Monroe Pl,39.083673,-77.149162,375,368,743
32065,Grandview & Blueridge Ave,39.043272,-77.053085,379,360,739
31908,Radford & Osage St,38.828471,-77.086061,412,318,730
31539,South Dakota Ave & 33rd St NE,38.921986,-76.960696,371,357,728
32215,Wiehle-Reston Metro South,38.94660792121498,-77.3393914103508,377,350,727
32038,King Farm Blvd & Piccard Dr,39.110314,-77.182669,365,360,725
31943,N Howard St & Taney Ave,38.815842,-77.110014,363,347,710
31728,55th & East Capitol St NE,38.889926,-76.922783,360,344,704
31953,S Pickett St & Shillings St,38.804486,-77.132334,331,363,694
32268,Arlington Blvd & Allen St,38.8663609,-77.1997883,344,349,693
31704,Nannie Helen Burroughs & Minnesota Ave NE,38.901385,-76.941877,330,346,676
32076,Citadel Ave & McGrath Blvd,39.049,-77.10933,319,317,636
31813,Alabama Ave & Stanton Rd SE / Shops at Park Village,38.84627,-76.98185,341,290,631
32261,Vaden Dr & Royal Victoria Dr/Jim Scott Cmty Ctr,38.873261,-77.272999,368,263,631
31954,S Jordan St & Venable St,38.811361,-77.109975,315,309,624
32079,Executive Blvd & E Jefferson St,39.04873,-77.1257,306,313,619
31715,37th & Ely Pl SE,38.883132,-76.950009,319,294,613
32293,GMU/Patriot Cir & York Dr,38.8275011894995,-77.30415743360248,293,319,612
32294,GMU/Rappahannock River Ln,38.83480010457699,-77.30705653659993,305,305,610
31961,Fillmore & Bisdorf,38.83863,-77.116206,318,291,609
32288,Seatrend Way & Topsails Ln,38.775639,-77.160014,301,299,600
32258,Reston Town Center Metro South,38.9523,-77.361466,322,276,598
32250,Glade Dr & Pinecrest Rd/Cathy Hudgins Cmty Ctr,38.941496,-77.366499,306,289,595
31398,Tyco Rd & Boyd Pointe Way,38.930767,-77.241436,278,314,592
32269,Jones Branch Dr & Blyton St,38.926973,-77.217376,270,321,591
32218,Temporary Rd & Old Reston Ave,38.960084,-77.353414,324,266,590
32099,Philadelphia & Maple Ave,38.981251,-77.011208,259,331,590
32032,Fleet St & Ritchie Pkwy,39.076331,-77.141378,291,296,587
32063,Amherst Ave & Elkins St,39.044887,-77.047788,317,269,586
32272,Madrillon Rd & Boss St,38.910016,-77.226266,304,280,584
32278,Blenheim Blvd & North St,38.846972,-77.303349,286,297,583
32200,Spring Hill Metro,38.929261,-77.240654,300,280,580
32225,Reston Pkwy & Spectrum Dr,38.964207741006206,-77.35428035259247,294,281,575
31714,61st St & Banks Pl NE,38.891805,-76.913563,304,271,575
32084,Wheaton Library & Community Rec Center,39.0473228,-77.0510969,290,281,571
32212,New Dominion Pkwy & Fountain Dr,38.960574,-77.356324,305,266,571
32290,Charles Arrington Dr & Manchester Lakes Dr ,38.766844,-77.150359,281,285,566
32324, Scotts Crossing Rd & Spring Gate Dr,38.9270176,-77.2110936,270,288,558
32047,Rockville Metro West,39.084379,-77.146866,283,270,553
32022,Dennis Ave & Amherst Ave,39.02538719623632,-77.04456299543381,278,270,548
32251,Lake Newport Rd and Autumn Ridge Cir,38.97850255151454,-77.35345423221588,275,272,547
31399,Old Meadow Rd & Cathy Ln,38.916908,-77.213879,302,243,545
32101,Witter Field,38.805529237,-77.078819633,264,281,545
32044,Rockville Metro East,39.085394,-77.145803,273,271,544
32206,Jones Branch & Westbranch Dr,38.931911,-77.219261,255,284,539
32409,Southern Ave Metro,38.840107,-76.9753,278,250,528
31987,Reading Ave & Merton Ct,38.830352,-77.126081,271,255,526
32066,Windham Ln & Amherst Ave,39.032029,-77.04735,263,260,523
