member_casual,ride_count,ride_share,duration_mean_min,duration_median_min,duration_p95_min
casual,1928630,0.28967529265596087,19.410140991210938,11.399649620056152,59.562198638916016
member,4729273,0.7103247073440391,11.835323333740234,8.499683380126953,31.59381675720215
