member_casual,ride_count,duration_q25_min,duration_median_min,duration_q75_min,duration_p95_min,duration_mean_min
casual,1928630,6.579233169555664,11.399649620056152,20.73206329345703,59.562198638916016,19.410140991210938
member,4729273,4.897566795349121,8.499683380126953,14.314932823181152,31.59381675720215,11.835323333740234
