year,date,month,weekday,member_casual,rideable_type,ride_count,mean_duration_min,median_duration_min
2024,2024-06-06,6,4,member,classic_bike,6909,12.233054467602644,9.141733333333333
2024,2024-06-06,6,4,member,electric_bike,6644,12.720717401665665,9.580141666666666
2024,2024-06-07,6,5,casual,classic_bike,4385,25.633704998099585,15.361833333333333
2024,2024-06-07,6,5,casual,electric_bike,3788,16.90800784934882,11.241666666666667
2024,2024-06-07,6,5,member,classic_bike,6859,12.907743917966663,8.964466666666668
2024,2024-06-07,6,5,member,electric_bike,6957,12.733740067557854,9.356916666666667
2024,2024-06-08,6,6,casual,classic_bike,7144,30.928826124486747,18.486475
2024,2024-06-08,6,6,casual,electric_bike,4447,19.67493778577318,12.83125
2024,2024-06-08,6,6,member,classic_bike,6457,14.525731769139435,10.0259
2024,2024-06-08,6,6,member,electric_bike,6114,13.920600697851926,10.489133333333333
2024,2024-06-09,6,7,casual,classic_bike,5290,31.486082794580973,17.654491666666665
2024,2024-06-09,6,7,casual,electric_bike,3434,18.683598058629393,12.357633333333334
2024,2024-06-09,6,7,member,classic_bike,5841,13.397597762940135,9.438216666666667
2024,2024-06-09,6,7,member,electric_bike,5489,13.353719660533189,9.4878
2024,2024-06-10,6,1,casual,classic_bike,3105,28.533291180891037,15.1772
2024,2024-06-10,6,1,casual,electric_bike,2758,16.597275157118684,11.185283333333334
2024,2024-06-10,6,1,member,classic_bike,6225,13.3134054832664,9.022116666666667
2024,2024-06-10,6,1,member,electric_bike,5712,12.308292200630252,9.354041666666667
2024,2024-06-11,6,2,casual,classic_bike,3616,28.14447454369469,15.691358333333334
2024,2024-06-11,6,2,casual,electric_bike,2959,16.814574867635464,11.191066666666668
2024,2024-06-11,6,2,member,classic_bike,7563,14.397405769315528,9.546283333333333
2024,2024-06-11,6,2,member,electric_bike,6247,12.518377031641855,9.674483333333335
2024,2024-06-12,6,3,casual,classic_bike,3784,27.394220859760395,15.420691666666666
2024,2024-06-12,6,3,casual,electric_bike,3120,15.902769257478631,11.327258333333333
2024,2024-06-12,6,3,member,classic_bike,7512,13.752155728612,9.726291666666667
2024,2024-06-12,6,3,member,electric_bike,6686,12.559425172001196,9.614025000000002
2024,2024-06-13,6,4,casual,classic_bike,3518,26.805699185143077,14.891608333333334
2024,2024-06-13,6,4,casual,electric_bike,3268,16.431825846593224,11.191933333333333
2024,2024-06-13,6,4,member,classic_bike,6892,12.84348280615206,9.272741666666665
2024,2024-06-13,6,4,member,electric_bike,6631,12.736219544563413,9.8065
2024,2024-06-14,6,5,casual,classic_bike,3783,25.961728702969427,15.359166666666665
2024,2024-06-14,6,5,casual,electric_bike,3377,17.363681941565492,11.080166666666665
2024,2024-06-14,6,5,member,classic_bike,6125,11.72795144217687,8.491866666666667
2024,2024-06-14,6,5,member,electric_bike,6355,12.77118463414634,9.384549999999999
2024,2024-06-15,6,6,casual,classic_bike,5830,32.319483321898225,18.9039
2024,2024-06-15,6,6,casual,electric_bike,3793,19.829053515247384,12.393116666666666
2024,2024-06-15,6,6,member,classic_bike,5788,15.084749455770561,9.698783333333335
2024,2024-06-15,6,6,member,electric_bike,5804,13.829565233746843,9.846583333333331
2024,2024-06-16,6,7,casual,classic_bike,4607,30.94816029592649,18.584400000000002
2024,2024-06-16,6,7,casual,electric_bike,3573,20.159309380539227,12.065933333333334
2024,2024-06-16,6,7,member,classic_bike,4964,12.976850523771152,9.025625
2024,2024-06-16,6,7,member,electric_bike,5363,13.46326219155945,9.46475
2024,2024-06-17,6,1,casual,classic_bike,2642,27.18332241988393,14.396491666666666
2024,2024-06-17,6,1,casual,electric_bike,2693,15.69448590172051,10.280683333333334
2024,2024-06-17,6,1,member,classic_bike,5480,13.004796818734793,8.823866666666667
2024,2024-06-17,6,1,member,electric_bike,5967,12.403336436511927,9.2191
2024,2024-06-18,6,2,casual,classic_bike,3284,24.29526360129923,14.349725
2024,2024-06-18,6,2,casual,electric_bike,3228,15.543484402106568,10.296458333333334
2024,2024-06-18,6,2,member,classic_bike,6765,11.84950563932003,8.818900000000001
2024,2024-06-18,6,2,member,electric_bike,6681,12.043897894526767,8.986383333333333
2024,2024-06-19,6,3,casual,classic_bike,4094,30.20717837078652,16.966141666666665
2024,2024-06-19,6,3,casual,electric_bike,3690,15.987376603432702,10.692458333333331
2024,2024-06-19,6,3,member,classic_bike,5868,13.197983807657351,8.902341666666668
2024,2024-06-19,6,3,member,electric_bike,6278,12.86583086439418,9.254058333333333
2024,2024-06-20,6,4,casual,classic_bike,2972,28.516235234410043,14.151983333333334
2024,2024-06-20,6,4,casual,electric_bike,3310,14.953970926485399,10.446208333333333
2024,2024-06-20,6,4,member,classic_bike,6228,13.53366762470563,8.814841666666666
2024,2024-06-20,6,4,member,electric_bike,6831,12.366090862733614,9.380683333333334
2024,2024-06-21,6,5,casual,classic_bike,3396,26.438104976442872,14.930275000000002
2024,2024-06-21,6,5,casual,electric_bike,3627,15.364482988695892,10.677833333333332
2024,2024-06-21,6,5,member,classic_bike,5369,12.033433084994101,8.294366666666667
2024,2024-06-21,6,5,member,electric_bike,6819,11.981892955956393,8.961933333333333
2024,2024-06-22,6,6,casual,classic_bike,4153,29.58403497471707,16.159883333333333
2024,2024-06-22,6,6,casual,electric_bike,4140,16.475577878421902,10.923608333333334
2024,2024-06-22,6,6,member,classic_bike,4661,13.3939286705285,8.873216666666668
2024,2024-06-22,6,6,member,electric_bike,6049,12.14668725684686,8.927583333333333
2024,2024-06-23,6,7,casual,classic_bike,3242,30.924825827678387,16.133958333333332
2024,2024-06-23,6,7,casual,electric_bike,3465,16.19450083213083,10.548616666666668
2024,2024-06-23,6,7,member,classic_bike,4148,11.769476277724205,8.041775
2024,2024-06-23,6,7,member,electric_bike,5601,12.075697280247574,8.821066666666667
2024,2024-06-24,6,1,casual,classic_bike,2987,26.785410077000336,14.85215
2024,2024-06-24,6,1,casual,electric_bike,2935,15.70588165814878,10.561
2024,2024-06-24,6,1,member,classic_bike,5787,11.68051884972064,8.574116666666667
2024,2024-06-24,6,1,member,electric_bike,6212,12.250803096157972,9.007833333333332
2024,2024-06-25,6,2,casual,classic_bike,3028,25.16858434610304,14.9642
2024,2024-06-25,6,2,casual,electric_bike,3215,15.136103955417315,10.509633333333333
2024,2024-06-25,6,2,member,classic_bike,6846,12.539492024539877,8.937975
2024,2024-06-25,6,2,member,electric_bike,6748,12.465585249950603,9.251066666666667
2024,2024-06-26,6,3,casual,classic_bike,2756,24.609582873730044,13.760758333333332
2024,2024-06-26,6,3,casual,electric_bike,3304,14.248870222962067,9.961208333333332
2024,2024-06-26,6,3,member,classic_bike,5914,12.301109860782324,8.684225000000001
2024,2024-06-26,6,3,member,electric_bike,6753,12.052128083814601,9.180766666666667
2024,2024-06-27,6,4,casual,classic_bike,3092,25.84022523178094,14.378333333333334
2024,2024-06-27,6,4,casual,electric_bike,3595,14.71732264255911,10.446083333333332
2024,2024-06-27,6,4,member,classic_bike,6191,11.828158999623108,9.001333333333333
2024,2024-06-27,6,4,member,electric_bike,7405,12.329979835696601,9.245333333333333
2024,2024-06-28,6,5,casual,classic_bike,3708,28.657061560589717,16.260175
2024,2024-06-28,6,5,casual,electric_bike,3834,16.044753499391412,10.620916666666666
2024,2024-06-28,6,5,member,classic_bike,5816,12.255136926868408,9.0029
2024,2024-06-28,6,5,member,electric_bike,7045,12.789615303998108,9.507033333333334
2024,2024-06-29,6,6,casual,classic_bike,4566,30.160231913418016,17.634283333333336
2024,2024-06-29,6,6,casual,electric_bike,4290,17.445022937062937,11.668058333333335
2024,2024-06-29,6,6,member,classic_bike,5260,13.152878995564004,8.786166666666666
2024,2024-06-29,6,6,member,electric_bike,6415,12.413445910626137,9.142333333333333
2024,2024-06-30,6,7,casual,classic_bike,3414,30.976477050380783,17.24950833333333
2024,2024-06-30,6,7,casual,electric_bike,3349,16.52812907335523,10.696166666666667
2024,2024-06-30,6,7,member,classic_bike,4311,13.1061629745612,8.505133333333333
2024,2024-06-30,6,7,member,electric_bike,5578,12.062251933189911,8.42425
2024,2024-07-01,7,1,casual,classic_bike,3230,28.042970196078432,16.921966666666666
2024,2024-07-01,7,1,casual,electric_bike,3278,16.454341087044945,10.154325
2024,2024-07-01,7,1,member,classic_bike,6080,12.396903300438597,8.923741666666668
2024,2024-07-01,7,1,member,electric_bike,6502,11.910579232031171,8.955841666666666
2024,2024-07-02,7,2,casual,classic_bike,3403,29.596305132726023,15.747533333333333
2024,2024-07-02,7,2,casual,electric_bike,3361,17.023693141922045,10.6721
2024,2024-07-02,7,2,member,classic_bike,6439,12.528416418180878,9.1234
2024,2024-07-02,7,2,member,electric_bike,6975,12.256598112305856,9.283383333333335
2024,2024-07-03,7,3,casual,classic_bike,3968,28.76048395917339,16.557958333333332
2024,2024-07-03,7,3,casual,electric_bike,3780,15.56831832451499,10.667575
2024,2024-07-03,7,3,member,classic_bike,6224,13.703245423628962,8.938066666666668
2024,2024-07-03,7,3,member,electric_bike,6971,12.171892258403865,8.950333333333333
2024,2024-07-04,7,4,casual,classic_bike,6093,36.717263159910274,20.273633333333333
2024,2024-07-04,7,4,casual,electric_bike,4436,21.582714186955215,13.021016666666668
2024,2024-07-04,7,4,member,classic_bike,4314,16.126510983619223,9.729958333333332
2024,2024-07-04,7,4,member,electric_bike,5669,13.712934344681603,9.374583333333334
2024,2024-07-05,7,5,casual,classic_bike,4349,30.641713577833983,18.23163333333333
2024,2024-07-05,7,5,casual,electric_bike,3828,18.229065177638454,10.982166666666668
2024,2024-07-05,7,5,member,classic_bike,4225,12.707869372781067,8.135466666666666
2024,2024-07-05,7,5,member,electric_bike,5679,12.01700754534249,8.840216666666667
2024,2024-07-06,7,6,casual,classic_bike,4197,29.761579926137717,17.520416666666666
2024,2024-07-06,7,6,casual,electric_bike,3579,18.13504193908913,10.989366666666665
2024,2024-07-06,7,6,member,classic_bike,3985,11.937652735257215,8.239466666666667
2024,2024-07-06,7,6,member,electric_bike,5420,12.588563345633457,8.784541666666666
2024,2024-07-07,7,7,casual,classic_bike,3192,29.630717815371764,16.369391666666665
2024,2024-07-07,7,7,casual,electric_bike,3388,17.608854579889805,10.912358333333334
2024,2024-07-07,7,7,member,classic_bike,4116,12.43445836977648,8.368016666666666
2024,2024-07-07,7,7,member,electric_bike,5425,12.179764122887864,8.449966666666667
2024,2024-07-08,7,1,casual,classic_bike,2492,25.72271426565008,13.888925
2024,2024-07-08,7,1,casual,electric_bike,3075,15.492576720867207,10.043000000000001
2024,2024-07-08,7,1,member,classic_bike,5364,11.655283836689039,8.125266666666667
2024,2024-07-08,7,1,member,electric_bike,6361,11.868018498139707,8.751233333333333
2024,2024-07-09,7,2,casual,classic_bike,2655,26.27616944130571,14.163499999999999
2024,2024-07-09,7,2,casual,electric_bike,3274,14.696950300346161,9.981691666666666
2024,2024-07-09,7,2,member,classic_bike,5890,11.691673013582342,8.649799999999999
2024,2024-07-09,7,2,member,electric_bike,6975,11.583669612903225,8.805383333333333
2024,2024-07-10,7,3,casual,classic_bike,2561,23.370365892229596,13.005566666666665
2024,2024-07-10,7,3,casual,electric_bike,3268,14.366530283557731,9.831916666666668
2024,2024-07-10,7,3,member,classic_bike,5575,11.897699091180868,8.595566666666667
2024,2024-07-10,7,3,member,electric_bike,6943,11.53550217005137,8.746483333333334
2024,2024-07-11,7,4,casual,classic_bike,3352,29.46864522673031,15.69025
2024,2024-07-11,7,4,casual,electric_bike,3940,15.134355418781727,10.536349999999999
2024,2024-07-11,7,4,member,classic_bike,6034,13.339229643133356,8.843333333333334
2024,2024-07-11,7,4,member,electric_bike,7407,12.57261692093065,9.513066666666667
2024,2024-07-12,7,5,casual,classic_bike,2240,24.15760311755952,13.452983333333332
2024,2024-07-12,7,5,casual,electric_bike,3031,14.689721698009459,9.949233333333332
2024,2024-07-12,7,5,member,classic_bike,4503,11.70865767266267,8.272633333333333
2024,2024-07-12,7,5,member,electric_bike,6214,11.624392734148698,8.608033333333335
2024,2024-07-13,7,6,casual,classic_bike,4594,32.64030912059208,19.171491666666668
2024,2024-07-13,7,6,casual,electric_bike,4058,17.003212592410055,11.10565
2024,2024-07-13,7,6,member,classic_bike,4987,14.248963167569013,9.047783333333333
2024,2024-07-13,7,6,member,electric_bike,6404,12.71658283885072,9.224225
2024,2024-07-14,7,7,casual,classic_bike,3549,30.5320543721236,15.55175
2024,2024-07-14,7,7,casual,electric_bike,3780,15.723138077601408,10.217600000000001
2024,2024-07-14,7,7,member,classic_bike,4303,12.120476702300719,8.27505
2024,2024-07-14,7,7,member,electric_bike,6172,11.927200116115792,8.507291666666667
2024,2024-07-15,7,1,casual,classic_bike,2500,27.71064249333333,13.972158333333333
2024,2024-07-15,7,1,casual,electric_bike,2814,14.15360322198531,9.600666666666667
2024,2024-07-15,7,1,member,classic_bike,5091,11.23423274078439,7.985533333333334
2024,2024-07-15,7,1,member,electric_bike,6197,11.557052226883975,8.6028
2024,2024-07-16,7,2,casual,classic_bike,2662,24.507346844477837,13.301174999999999
2024,2024-07-16,7,2,casual,electric_bike,2994,13.926404926519705,9.687075
2024,2024-07-16,7,2,member,classic_bike,5842,11.96377205865571,8.458766666666666
2024,2024-07-16,7,2,member,electric_bike,6754,11.818677924193072,8.835774999999998
2024,2024-07-17,7,3,casual,classic_bike,1907,24.702686846705127,12.943066666666665
2024,2024-07-17,7,3,casual,electric_bike,2730,13.964946947496946,9.323933333333333
2024,2024-07-17,7,3,member,classic_bike,4998,11.09011050420168,8.279575000000001
2024,2024-07-17,7,3,member,electric_bike,6154,11.302062260318491,8.657008333333334
2024,2024-07-18,7,4,casual,classic_bike,3184,25.571579297529315,15.013916666666667
2024,2024-07-18,7,4,casual,electric_bike,3534,14.844183342765515,10.172725
2024,2024-07-18,7,4,member,classic_bike,6552,12.147024799043546,8.755741666666665
2024,2024-07-18,7,4,member,electric_bike,7369,12.126085658388746,9.166683333333333
2024,2024-07-19,7,5,casual,classic_bike,4053,27.499034978205444,16.1034
2024,2024-07-19,7,5,casual,electric_bike,4099,15.607534829633241,10.554033333333333
2024,2024-07-19,7,5,member,classic_bike,6056,12.329884172721268,8.725058333333333
2024,2024-07-19,7,5,member,electric_bike,7099,12.274000950838147,9.144933333333334
2024,2024-07-20,7,6,casual,classic_bike,4727,30.03226850363162,17.3934
2024,2024-07-20,7,6,casual,electric_bike,3811,18.54767587684772,11.35455
2024,2024-07-20,7,6,member,classic_bike,4659,13.15120402446877,8.804966666666667
2024,2024-07-20,7,6,member,electric_bike,5839,12.358088288519726,9.001366666666666
2024,2024-07-21,7,7,casual,classic_bike,4711,31.862676972334253,19.518416666666667
2024,2024-07-21,7,7,casual,electric_bike,3921,18.066378066819688,11.5988
2024,2024-07-21,7,7,member,classic_bike,4751,13.499899943871466,8.663083333333333
2024,2024-07-21,7,7,member,electric_bike,5976,12.793434264837124,8.904725
2024,2024-07-22,7,1,casual,classic_bike,2180,24.40876672782875,14.621675
2024,2024-07-22,7,1,casual,electric_bike,2416,14.121329076986754,9.244066666666667
2024,2024-07-22,7,1,member,classic_bike,4350,12.840800812260536,8.346374999999998
2024,2024-07-22,7,1,member,electric_bike,5605,11.566976526910496,8.50635
2024,2024-07-23,7,2,casual,classic_bike,3104,26.29772422143471,14.526858333333333
2024,2024-07-23,7,2,casual,electric_bike,3364,16.051995228894175,10.443758333333331
2024,2024-07-23,7,2,member,classic_bike,6462,12.583199920045395,9.1414
2024,2024-07-23,7,2,member,electric_bike,6857,11.773597673909874,9.03885
2024,2024-07-24,7,3,casual,classic_bike,3259,27.58505817224097,15.748566666666667
2024,2024-07-24,7,3,casual,electric_bike,3514,15.97215604249668,10.454058333333332
2024,2024-07-24,7,3,member,classic_bike,6168,13.395814869757888,8.919075
2024,2024-07-24,7,3,member,electric_bike,6847,12.131438218684583,9.334966666666666
2024,2024-07-25,7,4,casual,classic_bike,3253,25.73018002869146,14.57195
2024,2024-07-25,7,4,casual,electric_bike,3848,16.000106444906443,10.61585
2024,2024-07-25,7,4,member,classic_bike,6021,12.140943749653987,8.893049999999999
2024,2024-07-25,7,4,member,electric_bike,7376,12.014813202729572,9.118733333333333
2024,2024-07-26,7,5,casual,classic_bike,3959,28.951332226151386,16.393866666666664
2024,2024-07-26,7,5,casual,electric_bike,4468,16.314584098030437,10.6937
2024,2024-07-26,7,5,member,classic_bike,5664,11.713591649011299,8.421983333333333
2024,2024-07-26,7,5,member,electric_bike,7519,12.448658757813538,9.177716666666667
2024,2024-07-27,7,6,casual,classic_bike,5756,32.91242526349316,20.102191666666666
2024,2024-07-27,7,6,casual,electric_bike,5254,18.186980862200226,11.650366666666667
2024,2024-07-27,7,6,member,classic_bike,5482,14.491137413352792,9.094725
2024,2024-07-27,7,6,member,electric_bike,6766,12.837632692876145,9.26025
2024,2024-07-28,7,7,casual,classic_bike,4669,31.022746665952734,18.8205
2024,2024-07-28,7,7,casual,electric_bike,4501,17.80844374583426,11.5023
2024,2024-07-28,7,7,member,classic_bike,4687,13.25496754853851,8.904783333333334
2024,2024-07-28,7,7,member,electric_bike,6299,12.720342604646241,8.961983333333334
2024,2024-07-29,7,1,casual,classic_bike,2727,25.725153654809926,15.545066666666665
2024,2024-07-29,7,1,casual,electric_bike,3337,16.612918889221856,10.5966
2024,2024-07-29,7,1,member,classic_bike,5227,11.76707964734392,8.451966666666667
2024,2024-07-29,7,1,member,electric_bike,6660,11.937941579079078,8.920758333333335
2024,2024-07-30,7,2,casual,classic_bike,3069,25.71240036385359,15.226183333333333
2024,2024-07-30,7,2,casual,electric_bike,3676,15.44855637921654,10.212683333333334
2024,2024-07-30,7,2,member,classic_bike,6084,11.984825734166119,8.732808333333335
2024,2024-07-30,7,2,member,electric_bike,7405,11.961269153724961,9.178283333333333
2024,2024-07-31,7,3,casual,classic_bike,2636,25.437035198533128,14.680191666666666
2024,2024-07-31,7,3,casual,electric_bike,3507,15.461365155403477,10.007183333333334
2024,2024-07-31,7,3,member,classic_bike,5529,11.80208005064207,8.642116666666668
2024,2024-07-31,7,3,member,electric_bike,7275,11.716789408934707,8.879366666666666
2024,2024-08-01,8,4,casual,classic_bike,2769,25.69745169134465,14.64405
2024,2024-08-01,8,4,casual,electric_bike,4004,15.001044955044957,9.934433333333335
2024,2024-08-01,8,4,member,classic_bike,5406,12.529478409791588,8.542125
2024,2024-08-01,8,4,member,electric_bike,7932,11.742087521011934,8.8498
2024,2024-08-02,8,5,casual,classic_bike,2669,24.182358080429623,13.86525
2024,2024-08-02,8,5,casual,electric_bike,4611,15.41087422106557,9.724583333333333
2024,2024-08-02,8,5,member,classic_bike,4581,11.667354416794005,8.045233333333334
2024,2024-08-02,8,5,member,electric_bike,7955,11.477508242195684,8.520466666666668
2024,2024-08-03,8,6,casual,classic_bike,3222,30.84540067246017,17.55378333333333
2024,2024-08-03,8,6,casual,electric_bike,4256,16.17263474702381,10.298383333333334
2024,2024-08-03,8,6,member,classic_bike,3751,12.791850324357949,8.594316666666666
2024,2024-08-03,8,6,member,electric_bike,6457,11.68905672396882,8.46655
2024,2024-08-04,8,7,casual,classic_bike,3511,31.32796747365423,18.65275
2024,2024-08-04,8,7,casual,electric_bike,4551,17.665385922507873,10.890616666666666
2024,2024-08-04,8,7,member,classic_bike,3939,12.840799365321148,8.413683333333333
2024,2024-08-04,8,7,member,electric_bike,6710,12.08175798062593,8.4021
2024,2024-08-05,8,1,casual,classic_bike,2567,29.864125262952864,17.210716666666666
2024,2024-08-05,8,1,casual,electric_bike,3711,15.073150651217102,10.06155
2024,2024-08-05,8,1,member,classic_bike,4781,12.435515380324897,8.49705
2024,2024-08-05,8,1,member,electric_bike,7531,11.606111459301554,8.63895
2024,2024-08-06,8,2,casual,classic_bike,2650,28.28902311320755,15.137091666666667
2024,2024-08-06,8,2,casual,electric_bike,4062,14.73639827260791,9.855049999999999
2024,2024-08-06,8,2,member,classic_bike,5274,11.719251166097838,8.701825
2024,2024-08-06,8,2,member,electric_bike,8008,11.81941350940726,8.927783333333334
2024,2024-08-07,8,3,casual,classic_bike,2641,25.50426036223653,14.6899
2024,2024-08-07,8,3,casual,electric_bike,4016,14.504585566069057,9.660758333333334
2024,2024-08-07,8,3,member,classic_bike,5379,11.223106872405033,8.4708
2024,2024-08-07,8,3,member,electric_bike,8005,11.377036139912555,8.590083333333332
2024,2024-08-08,8,4,casual,classic_bike,1233,22.076858137334415,13.084883333333332
2024,2024-08-08,8,4,casual,electric_bike,2399,12.649560295956649,8.823233333333333
2024,2024-08-08,8,4,member,classic_bike,3082,11.040117764438676,7.967383333333332
2024,2024-08-08,8,4,member,electric_bike,5374,10.3968662883017,7.887841666666667
2024,2024-08-09,8,5,casual,classic_bike,1688,25.359852596761453,14.419725
2024,2024-08-09,8,5,casual,electric_bike,2932,13.776306059572534,9.415175
2024,2024-08-09,8,5,member,classic_bike,2936,10.926182816757493,8.0123
2024,2024-08-09,8,5,member,electric_bike,5651,11.297009844865215,8.184016666666666
2024,2024-08-10,8,6,casual,classic_bike,4482,32.55069086345381,19.172633333333334
2024,2024-08-10,8,6,casual,electric_bike,5594,18.297921907400784,11.062266666666666
2024,2024-08-10,8,6,member,classic_bike,4430,14.096902148231752,9.480483333333332
2024,2024-08-10,8,6,member,electric_bike,7111,11.884929590306099,8.63155
2024,2024-08-11,8,7,casual,classic_bike,3970,33.28989580184719,20.440066666666667
2024,2024-08-11,8,7,casual,electric_bike,4881,19.43616307109199,11.699333333333334
2024,2024-08-11,8,7,member,classic_bike,4373,13.528880840765304,9.19225
2024,2024-08-11,8,7,member,electric_bike,6658,12.560898463001903,8.778858333333334
2024,2024-08-12,8,1,casual,classic_bike,2990,26.57923604793757,16.73245
2024,2024-08-12,8,1,casual,electric_bike,4118,16.05917581754897,10.6114
2024,2024-08-12,8,1,member,classic_bike,4918,13.04950389047038,8.9226
2024,2024-08-12,8,1,member,electric_bike,7686,12.059268999913261,8.733725
2024,2024-08-13,8,2,casual,classic_bike,3086,29.548562238064374,16.250125
2024,2024-08-13,8,2,casual,electric_bike,4218,15.526185692271218,10.294708333333332
2024,2024-08-13,8,2,member,classic_bike,5859,12.017849900438074,8.804433333333332
2024,2024-08-13,8,2,member,electric_bike,7965,11.985422665829672,8.971066666666667
2024,2024-08-14,8,3,casual,classic_bike,3205,28.062941976079046,15.669233333333333
2024,2024-08-14,8,3,casual,electric_bike,4324,15.12394966466235,10.547474999999999
2024,2024-08-14,8,3,member,classic_bike,5923,13.205411686082503,9.038433333333334
2024,2024-08-14,8,3,member,electric_bike,8274,11.810215778341794,8.952508333333334
2024,2024-08-15,8,4,casual,classic_bike,3407,28.633087574601316,16.259533333333334
2024,2024-08-15,8,4,casual,electric_bike,4361,15.299424738209892,10.406666666666666
2024,2024-08-15,8,4,member,classic_bike,5786,13.102122776241504,8.935933333333333
2024,2024-08-15,8,4,member,electric_bike,8045,11.60503563704164,8.946283333333334
2024,2024-08-16,8,5,casual,classic_bike,3877,26.16677947725905,15.468883333333334
2024,2024-08-16,8,5,casual,electric_bike,4403,15.683698758422286,10.481016666666667
2024,2024-08-16,8,5,member,classic_bike,5559,11.897772677939678,8.596016666666666
2024,2024-08-16,8,5,member,electric_bike,7683,11.748574732092498,8.707583333333334
2024,2024-08-17,8,6,casual,classic_bike,4684,31.709769822801025,18.805058333333335
2024,2024-08-17,8,6,casual,electric_bike,4323,17.172492848330634,11.030283333333333
2024,2024-08-17,8,6,member,classic_bike,4746,15.658935538699255,9.299083333333334
2024,2024-08-17,8,6,member,electric_bike,6475,12.033216082368082,8.741083333333334
2024,2024-08-18,8,7,casual,classic_bike,3797,30.724626231235188,17.943516666666667
2024,2024-08-18,8,7,casual,electric_bike,4015,16.852220269821505,10.70325
2024,2024-08-18,8,7,member,classic_bike,4449,14.547344006143701,8.930633333333333
2024,2024-08-18,8,7,member,electric_bike,6398,12.429633474002292,8.764858333333333
2024,2024-08-19,8,1,casual,classic_bike,2738,27.806406348916482,16.70955
2024,2024-08-19,8,1,casual,electric_bike,3429,15.17897557596967,10.19395
2024,2024-08-19,8,1,member,classic_bike,5117,11.862115468047685,8.666533333333332
2024,2024-08-19,8,1,member,electric_bike,7107,11.473201615777871,8.6105
2024,2024-08-20,8,2,casual,classic_bike,3149,26.608581951942416,15.917399999999999
2024,2024-08-20,8,2,casual,electric_bike,3646,14.306441209544706,10.236391666666666
2024,2024-08-20,8,2,member,classic_bike,6492,13.060778250154037,9.3433
2024,2024-08-20,8,2,member,electric_bike,7860,11.892084077608143,8.980391666666666
2024,2024-08-21,8,3,casual,classic_bike,3288,24.758871857258715,15.166258333333332
2024,2024-08-21,8,3,casual,electric_bike,4027,15.442866120354276,10.462933333333332
2024,2024-08-21,8,3,member,classic_bike,6565,12.222302688499619,9.103366666666666
2024,2024-08-21,8,3,member,electric_bike,7819,12.205987261798185,9.047866666666666
2024,2024-08-22,8,4,casual,classic_bike,3225,25.125975679586563,14.9211
2024,2024-08-22,8,4,casual,electric_bike,4048,14.957033971508563,10.365816666666667
2024,2024-08-22,8,4,member,classic_bike,6371,13.354824666457386,9.05185
2024,2024-08-22,8,4,member,electric_bike,8187,11.937902461219005,8.954483333333334
2024,2024-08-23,8,5,casual,classic_bike,3631,27.794603410447074,16.357433333333333
2024,2024-08-23,8,5,casual,electric_bike,4739,16.368222571569248,10.632966666666666
2024,2024-08-23,8,5,member,classic_bike,5700,12.830924678362573,8.845575
2024,2024-08-23,8,5,member,electric_bike,8273,12.121631542366734,8.914283333333334
2024,2024-08-24,8,6,casual,classic_bike,5247,31.703739648052856,18.391516666666668
2024,2024-08-24,8,6,casual,electric_bike,5653,18.83438899404446,11.929583333333333
2024,2024-08-24,8,6,member,classic_bike,5550,14.430695555555555,9.716999999999999
2024,2024-08-24,8,6,member,electric_bike,7575,12.880565984598459,9.2188
2024,2024-08-25,8,7,casual,classic_bike,4143,31.196061416847694,17.853916666666667
2024,2024-08-25,8,7,casual,electric_bike,4877,17.90720066297587,11.451466666666667
2024,2024-08-25,8,7,member,classic_bike,4982,13.010469757794727,9.028883333333333
2024,2024-08-25,8,7,member,electric_bike,7213,12.757108443088867,9.071383333333333
2024,2024-08-26,8,1,casual,classic_bike,2490,25.450803969210178,14.354708333333333
2024,2024-08-26,8,1,casual,electric_bike,3829,14.631570457908941,9.855616666666666
2024,2024-08-26,8,1,member,classic_bike,5584,11.722111876193887,8.723383333333334
2024,2024-08-26,8,1,member,electric_bike,7969,11.800290764211319,8.958666666666666
2024,2024-08-27,8,2,casual,classic_bike,2596,23.958308082948125,13.96895
2024,2024-08-27,8,2,casual,electric_bike,4009,14.324601247193813,9.7636
2024,2024-08-27,8,2,member,classic_bike,6387,12.517809180105422,8.974333333333334
2024,2024-08-27,8,2,member,electric_bike,8786,11.814006115790272,9.0824
2024,2024-08-28,8,3,casual,classic_bike,2311,22.36502611423626,13.254533333333335
2024,2024-08-28,8,3,casual,electric_bike,3981,13.886210156577073,9.902866666666666
2024,2024-08-28,8,3,member,classic_bike,5711,11.885045841358783,8.274616666666667
2024,2024-08-28,8,3,member,electric_bike,8780,11.22267882118451,8.673491666666667
2024,2024-08-29,8,4,casual,classic_bike,1625,21.48429361025641,13.120149999999999
2024,2024-08-29,8,4,casual,electric_bike,3098,13.06981760813428,8.722458333333334
2024,2024-08-29,8,4,member,classic_bike,4225,13.094673270216964,8.10655
2024,2024-08-29,8,4,member,electric_bike,7261,10.777014419501446,8.510183333333334
2024,2024-08-30,8,5,casual,classic_bike,2157,27.076554357904495,14.549016666666667
2024,2024-08-30,8,5,casual,electric_bike,3751,14.236010552741492,10.007066666666667
2024,2024-08-30,8,5,member,classic_bike,4409,11.807253492855521,8.537183333333333
2024,2024-08-30,8,5,member,electric_bike,7549,11.357968145891288,8.485483333333333
